;;;
Informações de Saúde;;;
DATASUS  Tecnologia da Informação a Serviço do SUS;;;
Ajuda;;;
Notas Técnicas;;;
DATASUS;;;
Taxa de desemprego - Brasil;;;
Taxa de desemprego 16a e+ segundo Município;;;
Período: 2000;;;
Município;Taxa de desemprego 16a e+;;
Fonte: IBGE - Censos Demográficos;;;
Notas:;;;
;;;
1. Taxa de desemprego: Percentual da população de 16 anos e mais, economicamente ativa, desocupada.;;;
;;;
Consulte o sítio da Secretaria Estadual de Saúde e do IBGE para mais informações.;;;
;;;
292230 MURITIBA;18,75;;
292240 MUTUIPE;11,24;;
292250 NAZARE;28,22;;
292260 NILO PECANHA;11,67;;
292265 NORDESTINA;7,91;;
292270 NOVA CANAA;9,47;;
292273 NOVA FATIMA;8,69;;
292275 NOVA IBIA;8,71;;
292280 NOVA ITARANA;10,9;;
292285 NOVA REDENCAO;8,84;;
292290 NOVA SOURE;14,18;;
292300 NOVA VICOSA;14,77;;
292303 NOVO HORIZONTE;5,25;;
292305 NOVO TRIUNFO;10,49;;
292310 OLINDINA;11,59;;
292320 OLIVEIRA DOS BREJINHOS;11,1;;
292330 OURICANGAS;9,9;;
292335 OUROLANDIA;19,52;;
292340 PALMAS DE MONTE ALTO;14,34;;
292350 PALMEIRAS;12,53;;
292360 PARAMIRIM;13,6;;
292370 PARATINGA;12,01;;
292380 PARIPIRANGA;4,5;;
292390 PAU BRASIL;12,13;;
292400 PAULO AFONSO;20,92;;
292405 PE DE SERRA;9,13;;
292410 PEDRAO;16,33;;
292420 PEDRO ALEXANDRE;10,99;;
292430 PIATA;9,74;;
292440 PILAO ARCADO;14,66;;
292450 PINDAI;12,62;;
292460 PINDOBACU;16,17;;
292465 PINTADAS;6,32;;
292467 PIRAI DO NORTE;16,52;;
292470 PIRIPA;16,52;;
292480 PIRITIBA;11,94;;
292490 PLANALTINO;8,71;;
292500 PLANALTO;10,72;;
292510 POCOES;17,41;;
292520 POJUCA;20,72;;
292525 PONTO NOVO;19,84;;
292530 PORTO SEGURO;16,85;;
292540 POTIRAGUA;19,3;;
292550 PRADO;12,53;;
292560 PRESIDENTE DUTRA;18,15;;
292570 PRESIDENTE JANIO QUADROS;9,79;;
292575 PRESIDENTE TANCREDO NEVES;6,38;;
292580 QUEIMADAS;14,3;;
292590 QUIJINGUE;14,4;;
292593 QUIXABEIRA;8,44;;
292595 RAFAEL JAMBEIRO;10,13;;
292600 REMANSO;14,26;;
292610 RETIROLANDIA;10,74;;
292620 RIACHAO DAS NEVES;19,26;;
292630 RIACHAO DO JACUIPE;13,01;;
292640 RIACHO DE SANTANA;12,29;;
292650 RIBEIRA DO AMPARO;9,8;;
292660 RIBEIRA DO POMBAL;11,65;;
292665 RIBEIRAO DO LARGO;13,31;;
292670 RIO DE CONTAS;11,04;;
292680 RIO DO ANTONIO;7,69;;
292690 RIO DO PIRES;14,72;;
292700 RIO REAL;9,98;;
292710 RODELAS;18,25;;
292720 RUY BARBOSA;18,43;;
292730 SALINAS DA MARGARIDA;13,44;;
292740 SALVADOR;24,16;;
292750 SANTA BARBARA;7,93;;
292760 SANTA BRIGIDA;8,92;;
292770 SANTA CRUZ CABRALIA;15,6;;
292780 SANTA CRUZ DA VITORIA;11,21;;
292790 SANTA INES;13,31;;
292800 SANTALUZ;14,15;;
292805 SANTA LUZIA;15,55;;
292810 SANTA MARIA DA VITORIA;15,7;;
292820 SANTANA;10,45;;
292830 SANTANOPOLIS;4,21;;
292840 SANTA RITA DE CASSIA;13,7;;
292850 SANTA TERESINHA;6,58;;
292860 SANTO AMARO;21,33;;
292870 SANTO ANTONIO DE JESUS;18,41;;
292880 SANTO ESTEVAO;12,38;;
292890 SAO DESIDERIO;10,74;;
292895 SAO DOMINGOS;7,22;;
292900 SAO FELIX;18,63;;
292905 SAO FELIX DO CORIBE;15,92;;
292910 SAO FELIPE;9,71;;
292920 SAO FRANCISCO DO CONDE;32,13;;
292925 SAO GABRIEL;17,4;;
292930 SAO GONCALO DOS CAMPOS;16,4;;
292935 SAO JOSE DA VITORIA;20,26;;
292937 SAO JOSE DO JACUIPE;18,7;;
292940 SAO MIGUEL DAS MATAS;3,56;;
292950 SAO SEBASTIAO DO PASSE;26,2;;
292960 SAPEACU;16,76;;
292970 SATIRO DIAS;8,77;;
292975 SAUBARA;9,76;;
292980 SAUDE;20,3;;
292990 SEABRA;7,69;;
293000 SEBASTIAO LARANJEIRAS;3,26;;
293010 SENHOR DO BONFIM;18,49;;
293015 SERRA DO RAMALHO;10,37;;
293020 SENTO SE;11,1;;
293030 SERRA DOURADA;17,56;;
293040 SERRA PRETA;17,16;;
293050 SERRINHA;14,46;;
293060 SERROLANDIA;10,89;;
293070 SIMOES FILHO;29,86;;
293075 SITIO DO MATO;8,09;;
293076 SITIO DO QUINTO;5,12;;
293077 SOBRADINHO;24,45;;
293080 SOUTO SOARES;9,01;;
293090 TABOCAS DO BREJO VELHO;3,87;;
293100 TANHACU;5,43;;
293105 TANQUE NOVO;5,71;;
293110 TANQUINHO;18,75;;
293120 TAPEROA;10,48;;
293130 TAPIRAMUTA;9,65;;
293135 TEIXEIRA DE FREITAS;18,14;;
293140 TEODORO SAMPAIO;19,09;;
293150 TEOFILANDIA;21,12;;
293160 TEOLANDIA;11,17;;
293170 TERRA NOVA;33,08;;
293180 TREMEDAL;11,32;;
293190 TUCANO;14,26;;
293200 UAUA;12,8;;
293210 UBAIRA;7,76;;
293220 UBAITABA;20,68;;
293230 UBATA;26,41;;
293240 UIBAI;11,37;;
293245 UMBURANAS;8,39;;
293250 UNA;18,48;;
293260 URANDI;10,75;;
293270 URUCUCA;27,38;;
293280 UTINGA;10,53;;
293290 VALENCA;14,57;;
293300 VALENTE;6,93;;
293305 VARZEA DA ROCA;11,65;;
293310 VARZEA DO POCO;12,95;;
293315 VARZEA NOVA;11,43;;
293317 VARZEDO;5,18;;
293320 VERA CRUZ;25,91;;
293325 VEREDA;18,2;;
293330 VITORIA DA CONQUISTA;16,4;;
293340 WAGNER;15,62;;
293345 WANDERLEY;11,44;;
293350 WENCESLAU GUIMARAES;11,67;;
293360 XIQUE-XIQUE;21,87;;
310010 ABADIA DOS DOURADOS;12,43;;
310020 ABAETE;11,43;;
310030 ABRE CAMPO;2,94;;
310040 ACAIACA;16,98;;
310050 ACUCENA;9,38;;
310060 AGUA BOA;6,87;;
310070 AGUA COMPRIDA;3,74;;
310080 AGUANIL;4,25;;
310090 AGUAS FORMOSAS;18,54;;
310100 AGUAS VERMELHAS;21,38;;
310110 AIMORES;12,32;;
310120 AIURUOCA;8,14;;
310130 ALAGOA;8,59;;
310140 ALBERTINA;1,22;;
310150 ALEM PARAIBA;12,44;;
310160 ALFENAS;9,89;;
310163 ALFREDO VASCONCELOS;12,85;;
310170 ALMENARA;20,12;;
310180 ALPERCATA;11,55;;
310190 ALPINOPOLIS;4,66;;
310200 ALTEROSA;3,39;;
310205 ALTO CAPARAO;2,12;;
310210 ALTO RIO DOCE;7,19;;
310220 ALVARENGA;3,06;;
310230 ALVINOPOLIS;9,9;;
310240 ALVORADA DE MINAS;14,03;;
310250 AMPARO DO SERRA;8,14;;
310260 ANDRADAS;4,92;;
310270 CACHOEIRA DE PAJEU;8,09;;
310280 ANDRELANDIA;11,79;;
310285 ANGELANDIA;2,7;;
310290 ANTONIO CARLOS;10,73;;
310300 ANTONIO DIAS;16,45;;
310310 ANTONIO PRADO DE MINAS;4,66;;
310320 ARACAI;4,44;;
310330 ARACITABA;11,72;;
310340 ARACUAI;15,17;;
310350 ARAGUARI;11,68;;
310360 ARANTINA;19,5;;
310370 ARAPONGA;1,52;;
310375 ARAPORA;8,23;;
310380 ARAPUA;0,83;;
310390 ARAUJOS;6,65;;
310400 ARAXA;13,42;;
310410 ARCEBURGO;6,51;;
310420 ARCOS;11,43;;
310430 AREADO;4,71;;
310440 ARGIRITA;12,79;;
310445 ARICANDUVA;1,34;;
310450 ARINOS;17,2;;
310460 ASTOLFO DUTRA;7,81;;
310470 ATALEIA;11,21;;
310480 AUGUSTO DE LIMA;6,38;;
310490 BAEPENDI;7,01;;
310500 BALDIM;12,29;;
310510 BAMBUI;7,45;;
310520 BANDEIRA;9,39;;
310530 BANDEIRA DO SUL;3,98;;
310540 BARAO DE COCAIS;17,58;;
310550 BARAO DE MONTE ALTO;8,79;;
310560 BARBACENA;15,06;;
310570 BARRA LONGA;5,92;;
310590 BARROSO;21,43;;
310600 BELA VISTA DE MINAS;23,94;;
310610 BELMIRO BRAGA;10,05;;
310620 BELO HORIZONTE;16,39;;
310630 BELO ORIENTE;25,83;;
310640 BELO VALE;6,67;;
310650 BERILO;5,87;;
310660 BERTOPOLIS;10,27;;
310665 BERIZAL;28,47;;
310670 BETIM;22,44;;
310680 BIAS FORTES;6,01;;
310690 BICAS;13,83;;
310700 BIQUINHAS;1,06;;
310710 BOA ESPERANCA;7,32;;
310720 BOCAINA DE MINAS;9,69;;
310730 BOCAIUVA;11,93;;
310740 BOM DESPACHO;9,94;;
310750 BOM JARDIM DE MINAS;9,33;;
310760 BOM JESUS DA PENHA;4,27;;
310770 BOM JESUS DO AMPARO;14,13;;
310780 BOM JESUS DO GALHO;5,41;;
310790 BOM REPOUSO;4,55;;
310800 BOM SUCESSO;7,32;;
310810 BONFIM;5,54;;
310820 BONFINOPOLIS DE MINAS;12,96;;
310825 BONITO DE MINAS;9,32;;
310830 BORDA DA MATA;6,24;;
310840 BOTELHOS;3,05;;
310850 BOTUMIRIM;10,54;;
310855 BRASILANDIA DE MINAS;17,86;;
310860 BRASILIA DE MINAS;14,22;;
310870 BRAS PIRES;3,63;;
310880 BRAUNAS;23,96;;
310890 BRAZOPOLIS;10,76;;
310900 BRUMADINHO;11,25;;
310910 BUENO BRANDAO;2,88;;
310920 BUENOPOLIS;13,69;;
310925 BUGRE;11,81;;
310930 BURITIS;14,28;;
310940 BURITIZEIRO;20,88;;
310945 CABECEIRA GRANDE;13,85;;
310950 CABO VERDE;2,51;;
310960 CACHOEIRA DA PRATA;13,83;;
310970 CACHOEIRA DE MINAS;5,86;;
310980 CACHOEIRA DOURADA;18,05;;
310990 CAETANOPOLIS;11,66;;
311000 CAETE;18,86;;
311010 CAIANA;1,27;;
311020 CAJURI;3,98;;
311030 CALDAS;8,51;;
311040 CAMACHO;2,56;;
311050 CAMANDUCAIA;10,15;;
311060 CAMBUI;9,44;;
311070 CAMBUQUIRA;6,4;;
311080 CAMPANARIO;17,91;;
311090 CAMPANHA;6,01;;
311100 CAMPESTRE;2,59;;
311110 CAMPINA VERDE;10,47;;
311115 CAMPO AZUL;15,51;;
311120 CAMPO BELO;10,03;;
311130 CAMPO DO MEIO;3,75;;
311140 CAMPO FLORIDO;10,8;;
311150 CAMPOS ALTOS;7,19;;
311160 CAMPOS GERAIS;2,82;;
311170 CANAA;5,5;;
311180 CANAPOLIS;11,21;;
311190 CANA VERDE;2,07;;
311200 CANDEIAS;5,38;;
311205 CANTAGALO;18,56;;
311210 CAPARAO;3,11;;
311220 CAPELA NOVA;5,4;;
311230 CAPELINHA;6,83;;
311240 CAPETINGA;3,83;;
311250 CAPIM BRANCO;12,1;;
311260 CAPINOPOLIS;13,02;;
311265 CAPITAO ANDRADE;11,89;;
311270 CAPITAO ENEAS;15,72;;
311280 CAPITOLIO;3,02;;
311290 CAPUTIRA;2,43;;
311300 CARAI;7,14;;
311310 CARANAIBA;11,78;;
311320 CARANDAI;20,96;;
311330 CARANGOLA;8,22;;
311340 CARATINGA;8,38;;
311350 CARBONITA;12,54;;
311360 CAREACU;4,75;;
311370 CARLOS CHAGAS;15,43;;
311380 CARMESIA;12,51;;
311390 CARMO DA CACHOEIRA;3,26;;
311400 CARMO DA MATA;6,34;;
311410 CARMO DE MINAS;8,84;;
311420 CARMO DO CAJURU;9,65;;
311430 CARMO DO PARANAIBA;6,53;;
311440 CARMO DO RIO CLARO;5,84;;
311450 CARMOPOLIS DE MINAS;7,67;;
311455 CARNEIRINHO;9,32;;
311460 CARRANCAS;12,02;;
311470 CARVALHOPOLIS;2,02;;
311480 CARVALHOS;8,29;;
311490 CASA GRANDE;1,8;;
311500 CASCALHO RICO;4,08;;
311510 CASSIA;8,79;;
311520 CONCEICAO DA BARRA DE MINAS;9,37;;
311530 CATAGUASES;14,65;;
311535 CATAS ALTAS;17,7;;
311540 CATAS ALTAS DA NORUEGA;10,97;;
311545 CATUJI;17,16;;
311547 CATUTI;2,8;;
311550 CAXAMBU;15,91;;
311560 CEDRO DO ABAETE;8,7;;
311570 CENTRAL DE MINAS;19,03;;
311580 CENTRALINA;12,64;;
311590 CHACARA;7,46;;
311600 CHALE;1,32;;
311610 CHAPADA DO NORTE;6,62;;
311615 CHAPADA GAUCHA;14,62;;
311620 CHIADOR;13,13;;
311630 CIPOTANEA;7,88;;
311640 CLARAVAL;1,28;;
311650 CLARO DOS POCOES;11,38;;
311660 CLAUDIO;7,78;;
311670 COIMBRA;5,81;;
311680 COLUNA;10,31;;
311690 COMENDADOR GOMES;1,83;;
311700 COMERCINHO;8,03;;
311710 CONCEICAO DA APARECIDA;4,22;;
311720 CONCEICAO DAS PEDRAS;3,61;;
311730 CONCEICAO DAS ALAGOAS;8,63;;
311740 CONCEICAO DE IPANEMA;5,95;;
311750 CONCEICAO DO MATO DENTRO;13,52;;
311760 CONCEICAO DO PARA;10,03;;
311770 CONCEICAO DO RIO VERDE;7,49;;
311780 CONCEICAO DOS OUROS;5,89;;
311783 CONEGO MARINHO;7,95;;
311787 CONFINS;17,95;;
311790 CONGONHAL;5,11;;
311800 CONGONHAS;17,64;;
311810 CONGONHAS DO NORTE;18,07;;
311820 CONQUISTA;12,35;;
311830 CONSELHEIRO LAFAIETE;17,65;;
311840 CONSELHEIRO PENA;8,14;;
311850 CONSOLACAO;21,14;;
311860 CONTAGEM;18,62;;
311870 COQUEIRAL;3,08;;
311880 CORACAO DE JESUS;12,79;;
311890 CORDISBURGO;12,04;;
311900 CORDISLANDIA;3,42;;
311910 CORINTO;14,21;;
311920 COROACI;7,44;;
311930 COROMANDEL;8,4;;
311940 CORONEL FABRICIANO;20,68;;
311950 CORONEL MURTA;13,14;;
311960 CORONEL PACHECO;10,57;;
311970 CORONEL XAVIER CHAVES;13,16;;
311980 CORREGO DANTA;3,75;;
311990 CORREGO DO BOM JESUS;8,43;;
311995 CORREGO FUNDO;10,23;;
312000 CORREGO NOVO;7,44;;
312010 COUTO DE MAGALHAES DE MINAS;13,53;;
312015 CRISOLITA;15,25;;
312020 CRISTAIS;2,31;;
312030 CRISTALIA;11,62;;
312040 CRISTIANO OTONI;11,74;;
312050 CRISTINA;4,9;;
312060 CRUCILANDIA;8,41;;
312070 CRUZEIRO DA FORTALEZA;4,91;;
312080 CRUZILIA;8,09;;
312083 CUPARAQUE;6,78;;
312087 CURRAL DE DENTRO;12,35;;
312090 CURVELO;15,04;;
312100 DATAS;21,01;;
312110 DELFIM MOREIRA;6,93;;
312120 DELFINOPOLIS;5,9;;
312125 DELTA;15,54;;
312130 DESCOBERTO;7,98;;
312140 DESTERRO DE ENTRE RIOS;6,98;;
312150 DESTERRO DO MELO;10,21;;
312160 DIAMANTINA;12,53;;
312170 DIOGO DE VASCONCELOS;1,24;;
312180 DIONISIO;20,6;;
312190 DIVINESIA;7,28;;
312200 DIVINO;2,4;;
312210 DIVINO DAS LARANJEIRAS;11,24;;
312220 DIVINOLANDIA DE MINAS;28;;
312230 DIVINOPOLIS;12,03;;
312235 DIVISA ALEGRE;23,63;;
312240 DIVISA NOVA;4,84;;
312245 DIVISOPOLIS;11,12;;
312247 DOM BOSCO;12,85;;
312250 DOM CAVATI;16,15;;
312260 DOM JOAQUIM;6,45;;
312270 DOM SILVERIO;9,05;;
312280 DOM VICOSO;5,66;;
312290 DONA EUSEBIA;9,18;;
312300 DORES DE CAMPOS;6,84;;
312310 DORES DE GUANHAES;10,88;;
312320 DORES DO INDAIA;9,56;;
312330 DORES DO TURVO;4,36;;
312350 DOURADOQUARA;5,34;;
312352 DURANDE;3,05;;
312360 ELOI MENDES;6,17;;
312370 ENGENHEIRO CALDAS;8,47;;
312380 ENGENHEIRO NAVARRO;23,79;;
312385 ENTRE FOLHAS;3,57;;
312390 ENTRE RIOS DE MINAS;9,19;;
312400 ERVALIA;5,88;;
312410 ESMERALDAS;18,51;;
312420 ESPERA FELIZ;4,05;;
312430 ESPINOSA;16,76;;
312440 ESPIRITO SANTO DO DOURADO;2,04;;
312450 ESTIVA;3,12;;
312460 ESTRELA DALVA;5,01;;
312470 ESTRELA DO INDAIA;6,73;;
312480 ESTRELA DO SUL;8,31;;
312490 EUGENOPOLIS;5,72;;
312500 EWBANK DA CAMARA;12,32;;
312510 EXTREMA;10,37;;
312520 FAMA;10,34;;
312530 FARIA LEMOS;5,33;;
312540 FELICIO DOS SANTOS;9,28;;
312550 SAO GONCALO DO RIO PRETO;5,9;;
312560 FELISBURGO;9,88;;
312570 FELIXLANDIA;17,2;;
312580 FERNANDES TOURINHO;33,69;;
312590 FERROS;6,46;;
312595 FERVEDOURO;4,71;;
312600 FLORESTAL;11,64;;
312610 FORMIGA;10,48;;
312620 FORMOSO;17,1;;
312630 FORTALEZA DE MINAS;5,52;;
312640 FORTUNA DE MINAS;9,86;;
312650 FRANCISCO BADARO;9,2;;
312660 FRANCISCO DUMONT;8,52;;
312670 FRANCISCO SA;11,99;;
312675 FRANCISCOPOLIS;7,59;;
312680 FREI GASPAR;8,77;;
312690 FREI INOCENCIO;14,84;;
312695 FREI LAGONEGRO;6,1;;
312700 FRONTEIRA;9,38;;
312705 FRONTEIRA DOS VALES;11,32;;
312707 FRUTA DE LEITE;17,09;;
312710 FRUTAL;9,24;;
312720 FUNILANDIA;14;;
312730 GALILEIA;16,38;;
312733 GAMELEIRAS;13,29;;
312735 GLAUCILANDIA;11,41;;
312737 GOIABEIRA;10,92;;
312738 GOIANA;6,13;;
312740 GONCALVES;6,38;;
312750 GONZAGA;23,49;;
312760 GOUVEIA;16,63;;
312770 GOVERNADOR VALADARES;16,06;;
312780 GRAO MOGOL;15,99;;
312790 GRUPIARA;14,62;;
312800 GUANHAES;11,62;;
312810 GUAPE;5,37;;
312820 GUARACIABA;13,09;;
312825 GUARACIAMA;23,99;;
312830 GUARANESIA;7,14;;
312840 GUARANI;7,67;;
312850 GUARARA;12,12;;
312860 GUARDA-MOR;5,02;;
312870 GUAXUPE;9,23;;
312880 GUIDOVAL;4,73;;
312890 GUIMARANIA;6,68;;
312900 GUIRICEMA;5,24;;
312910 GURINHATA;12,59;;
312920 HELIODORA;3,46;;
312930 IAPU;9,8;;
312940 IBERTIOGA;8,71;;
312950 IBIA;7,71;;
312960 IBIAI;10,63;;
312965 IBIRACATU;29,05;;
312970 IBIRACI;2,52;;
312980 IBIRITE;22,29;;
312990 IBITIURA DE MINAS;3,34;;
313000 IBITURUNA;4,98;;
313005 ICARAI DE MINAS;28,84;;
313010 IGARAPE;18,36;;
313020 IGARATINGA;7,57;;
313030 IGUATAMA;11,8;;
313040 IJACI;8,18;;
313050 ILICINEA;3,64;;
313055 IMBE DE MINAS;1,26;;
313060 INCONFIDENTES;2,2;;
313065 INDAIABIRA;4,09;;
313070 INDIANOPOLIS;3,96;;
313080 INGAI;1,87;;
313090 INHAPIM;9,64;;
313100 INHAUMA;10,84;;
313110 INIMUTABA;14,46;;
313115 IPABA;21,19;;
313120 IPANEMA;8,47;;
313130 IPATINGA;18,13;;
313140 IPIACU;9,81;;
313150 IPUIUNA;6,28;;
313160 IRAI DE MINAS;7,24;;
313170 ITABIRA;19,64;;
313180 ITABIRINHA;8,95;;
313190 ITABIRITO;15,4;;
313200 ITACAMBIRA;11;;
313210 ITACARAMBI;22,6;;
313220 ITAGUARA;7,39;;
313230 ITAIPE;9,29;;
313240 ITAJUBA;14,59;;
313250 ITAMARANDIBA;12,61;;
313260 ITAMARATI DE MINAS;4,83;;
313270 ITAMBACURI;8,08;;
313280 ITAMBE DO MATO DENTRO;12,87;;
313290 ITAMOGI;3,42;;
313300 ITAMONTE;9,62;;
313310 ITANHANDU;9,4;;
313320 ITANHOMI;9,08;;
313330 ITAOBIM;18,25;;
313340 ITAPAGIPE;7,71;;
313350 ITAPECERICA;12,06;;
313360 ITAPEVA;17,78;;
313370 ITATIAIUCU;7,66;;
313375 ITAU DE MINAS;14,72;;
313380 ITAUNA;12,17;;
313390 ITAVERAVA;8,24;;
313400 ITINGA;20,91;;
313410 ITUETA;6,31;;
313420 ITUIUTABA;12,91;;
313430 ITUMIRIM;15,44;;
313440 ITURAMA;10,26;;
313450 ITUTINGA;14,38;;
313460 JABOTICATUBAS;7,95;;
313470 JACINTO;27,4;;
313480 JACUI;4,25;;
313490 JACUTINGA;2,09;;
313500 JAGUARACU;18,81;;
313505 JAIBA;10,17;;
313507 JAMPRUCA;13,65;;
313510 JANAUBA;15,26;;
313520 JANUARIA;16,16;;
313530 JAPARAIBA;9,77;;
313535 JAPONVAR;8,03;;
313540 JECEABA;10,14;;
313545 JENIPAPO DE MINAS;9,46;;
313550 JEQUERI;3,54;;
313560 JEQUITAI;12,01;;
313570 JEQUITIBA;7,93;;
313580 JEQUITINHONHA;19,19;;
313590 JESUANIA;1,1;;
313600 JOAIMA;21,69;;
313610 JOANESIA;8,65;;
313620 JOAO MONLEVADE;19,68;;
313630 JOAO PINHEIRO;13,57;;
313640 JOAQUIM FELICIO;9,14;;
313650 JORDANIA;12,68;;
313652 JOSE GONCALVES DE MINAS;2,13;;
313655 JOSE RAYDAN;9,43;;
313657 JOSENOPOLIS;13,07;;
313660 NOVA UNIAO;16,38;;
313665 JUATUBA;20,2;;
313670 JUIZ DE FORA;14,24;;
313680 JURAMENTO;13,26;;
313690 JURUAIA;2,23;;
313695 JUVENILIA;29,46;;
313700 LADAINHA;6,41;;
313710 LAGAMAR;10,33;;
313720 LAGOA DA PRATA;10,31;;
313730 LAGOA DOS PATOS;12,59;;
313740 LAGOA DOURADA;8,11;;
313750 LAGOA FORMOSA;3,78;;
313753 LAGOA GRANDE;4,65;;
313760 LAGOA SANTA;17,14;;
313770 LAJINHA;1,91;;
313780 LAMBARI;7,19;;
313790 LAMIM;14,62;;
313800 LARANJAL;10,66;;
313810 LASSANCE;11,5;;
313820 LAVRAS;13,86;;
313830 LEANDRO FERREIRA;7,58;;
313835 LEME DO PRADO;6,45;;
313840 LEOPOLDINA;11,94;;
313850 LIBERDADE;11,46;;
313860 LIMA DUARTE;10,81;;
313862 LIMEIRA DO OESTE;6,65;;
313865 LONTRA;20,05;;
313867 LUISBURGO;3,69;;
313868 LUISLANDIA;9,4;;
313870 LUMINARIAS;3,14;;
313880 LUZ;8,8;;
313890 MACHACALIS;13,86;;
313900 MACHADO;5,58;;
313910 MADRE DE DEUS DE MINAS;15,71;;
313920 MALACACHETA;11,41;;
313925 MAMONAS;4,87;;
313930 MANGA;14,61;;
313940 MANHUACU;5,32;;
313950 MANHUMIRIM;6,25;;
313960 MANTENA;9;;
313970 MARAVILHAS;12,48;;
313980 MAR DE ESPANHA;7,65;;
313990 MARIA DA FE;11,07;;
314000 MARIANA;17,04;;
314010 MARILAC;23,39;;
314015 MARIO CAMPOS;14,12;;
314020 MARIPA DE MINAS;9,11;;
314030 MARLIERIA;14,58;;
314040 MARMELOPOLIS;3,99;;
314050 MARTINHO CAMPOS;7,83;;
314053 MARTINS SOARES;2,05;;
314055 MATA VERDE;4,59;;
314060 MATERLANDIA;12,03;;
314070 MATEUS LEME;17,04;;
314080 MATIAS BARBOSA;15,37;;
314085 MATIAS CARDOSO;19,72;;
314090 MATIPO;3,8;;
314100 MATO VERDE;18,74;;
314110 MATOZINHOS;18,99;;
314120 MATUTINA;6,23;;
314130 MEDEIROS;0,37;;
314140 MEDINA;17,69;;
314150 MENDES PIMENTEL;10,8;;
314160 MERCES;10,24;;
314170 MESQUITA;14,5;;
314180 MINAS NOVAS;14,45;;
314190 MINDURI;18,07;;
314200 MIRABELA;14,82;;
314210 MIRADOURO;3;;
314220 MIRAI;8,8;;
314225 MIRAVANIA;12,7;;
314230 MOEDA;11,3;;
314240 MOEMA;4,52;;
314250 MONJOLOS;7,89;;
314260 MONSENHOR PAULO;4,67;;
314270 MONTALVANIA;13,37;;
314280 MONTE ALEGRE DE MINAS;8,6;;
314290 MONTE AZUL;14,53;;
314300 MONTE BELO;3,52;;
314310 MONTE CARMELO;7,25;;
314315 MONTE FORMOSO;14,59;;
314320 MONTE SANTO DE MINAS;6,83;;
314330 MONTES CLAROS;17,92;;
314340 MONTE SIAO;3,44;;
314345 MONTEZUMA;2,78;;
314350 MORADA NOVA DE MINAS;14,26;;
314360 MORRO DA GARCA;6,15;;
314370 MORRO DO PILAR;9,98;;
314380 MUNHOZ;3,32;;
314390 MURIAE;12,3;;
314400 MUTUM;4,17;;
314410 MUZAMBINHO;5,54;;
314420 NACIP RAYDAN;23,03;;
314430 NANUQUE;19,39;;
314435 NAQUE;22,45;;
314437 NATALANDIA;11,37;;
314440 NATERCIA;2,43;;
314450 NAZARENO;10,29;;
314460 NEPOMUCENO;6,57;;
314465 NINHEIRA;10,94;;
314467 NOVA BELEM;1,58;;
314470 NOVA ERA;20;;
314480 NOVA LIMA;18,19;;
314490 NOVA MODICA;8,52;;
314500 NOVA PONTE;8,11;;
314505 NOVA PORTEIRINHA;20,58;;
314510 NOVA RESENDE;1,5;;
314520 NOVA SERRANA;4,68;;
314530 NOVO CRUZEIRO;5,79;;
314535 NOVO ORIENTE DE MINAS;15,24;;
314537 NOVORIZONTE;8,24;;
314540 OLARIA;4,18;;
314545 OLHOS-D'AGUA;3,17;;
314550 OLIMPIO NORONHA;3,57;;
314560 OLIVEIRA;9,13;;
314570 OLIVEIRA FORTES;5,4;;
314580 ONCA DE PITANGUI;6,25;;
314585 ORATORIOS;12,59;;
314587 ORIZANIA;0,53;;
314590 OURO BRANCO;13,43;;
314600 OURO FINO;4,78;;
314610 OURO PRETO;14,34;;
314620 OURO VERDE DE MINAS;7,05;;
314625 PADRE CARVALHO;24,11;;
314630 PADRE PARAISO;16,69;;
314640 PAINEIRAS;10,87;;
314650 PAINS;5,78;;
314655 PAI PEDRO;11,64;;
314660 PAIVA;9,63;;
314670 PALMA;6,84;;
314675 PALMOPOLIS;31,33;;
314690 PAPAGAIOS;9,42;;
314700 PARACATU;16,64;;
314710 PARA DE MINAS;14,61;;
314720 PARAGUACU;4,75;;
314730 PARAISOPOLIS;11,5;;
314740 PARAOPEBA;16,48;;
314750 PASSABEM;4,28;;
314760 PASSA QUATRO;6,68;;
314770 PASSA TEMPO;6,75;;
314780 PASSA-VINTE;8,59;;
314790 PASSOS;12,45;;
314795 PATIS;11,71;;
314800 PATOS DE MINAS;8,98;;
314810 PATROCINIO;8,19;;
314820 PATROCINIO DO MURIAE;9,53;;
314830 PAULA CANDIDO;9,74;;
314840 PAULISTAS;4,94;;
314850 PAVAO;24,73;;
314860 PECANHA;9,35;;
314870 PEDRA AZUL;23,53;;
314875 PEDRA BONITA;1,43;;
314880 PEDRA DO ANTA;4,66;;
314890 PEDRA DO INDAIA;1,61;;
314900 PEDRA DOURADA;3,35;;
314910 PEDRALVA;4,24;;
314915 PEDRAS DE MARIA DA CRUZ;13,73;;
314920 PEDRINOPOLIS;13,7;;
314930 PEDRO LEOPOLDO;19,01;;
314940 PEDRO TEIXEIRA;5,6;;
314950 PEQUERI;9,3;;
314960 PEQUI;5,19;;
314970 PERDIGAO;3,84;;
314980 PERDIZES;5,67;;
314990 PERDOES;8,95;;
314995 PERIQUITO;22,68;;
315000 PESCADOR;11,08;;
315010 PIAU;3,79;;
315015 PIEDADE DE CARATINGA;6,25;;
315020 PIEDADE DE PONTE NOVA;4,97;;
